energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.722,0.35,95.012,0.0358,0.0243,4.2e-05,4,0.683,8,207187,-4.039,0.854,0,audio_features,spotify:track:2W5acFzXf5FrktecuD30Or
0.532,0.217,85.03,0.0323,0.186,0.000263,4,0.548,5,272394,-7.596,0.405,1,audio_features,spotify:track:5FVd6KXrgO9B3JPmC8OPst
0.822,0.139,97.003,0.0434,0.0164,0.000296,4,0.626,6,276907,-5.501,0.374,1,audio_features,spotify:track:6uJwPeBGb3swi85TSr9iIz
0.916,0.0296,142.984,0.0839,0.0278,0.0,4,0.558,1,199720,-3.145,0.85,0,audio_features,spotify:track:4JaLkM90MJutDAl5jD9BZX
0.781,0.11,157.971,0.0388,0.286,0.0,4,0.534,1,209720,-5.437,0.677,1,audio_features,spotify:track:3V3zCg3kqfeag16CRxyOOs
0.658,0.0939,99.99,0.0304,0.0215,1.66e-06,4,0.653,2,221507,-6.428,0.219,1,audio_features,spotify:track:72jbDTw1piOOj770jWNeaG
0.404,0.0911,95.045,0.0682,0.216,0.000357,4,0.75,9,232253,-10.178,0.0499,0,audio_features,spotify:track:6NFyWDv5CjfwuzoCkw47Xf
0.768,0.114,77.217,0.0347,0.00433,0.0,4,0.536,10,228133,-5.948,0.545,0,audio_features,spotify:track:2Bs4jQEGMycglOfWPBqrVG
0.938,0.0961,168.131,0.102,0.032,0.0321,4,0.324,6,178440,-7.332,0.543,0,audio_features,spotify:track:0Puj4YlTm6xNzDDADXHMI9
0.544,0.104,133.042,0.0277,0.0631,5.33e-06,3,0.452,4,191947,-5.423,0.158,1,audio_features,spotify:track:5vyxXfD5gLlyPxGZMEjtmd
0.851,0.238,78.068,0.065,0.0964,0.003,4,0.365,4,170067,-6.238,0.309,0,audio_features,spotify:track:1lgN0A2Vki2FTON5PYq42m
0.826,0.0803,124.072,0.0479,0.139,0.0,4,0.638,8,227880,-4.968,0.649,1,audio_features,spotify:track:4lCv7b86sLynZbXhfScfm2
0.896,0.091,124.978,0.0437,0.0773,8.87e-05,4,0.602,1,220827,-4.267,0.641,0,audio_features,spotify:track:1RvQQGwaPipiNgz8RXAKA8
0.587,0.137,186.003,0.276,0.141,6.35e-06,4,0.679,7,230453,-7.015,0.486,1,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB
0.819,0.0679,92.99,0.118,0.426,0.0,4,0.773,0,269187,-5.946,0.585,0,audio_features,spotify:track:5GXAXm5YOmYT0kL5jHvYBt
0.609,0.0344,114.988,0.0824,0.00801,8.15e-05,4,0.856,0,269667,-7.223,0.928,1,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS
0.731,0.282,99.981,0.0281,0.0475,0.0,4,0.56,2,244824,-6.121,0.401,1,audio_features,spotify:track:0c2yZp1tTYAUiKraMdS8Yg
0.846,0.145,129.998,0.0573,0.00537,6.62e-06,4,0.58,9,240000,-2.876,0.366,0,audio_features,spotify:track:1JDIArrcepzWDTAWXdGYmP
0.833,0.074,128.003,0.0282,0.0079,1.48e-05,4,0.628,11,218293,-4.126,0.56,0,audio_features,spotify:track:2ISSQPb9LHHiV6ng2NXosL
0.712,0.128,124.013,0.0286,0.00184,0.0,4,0.593,2,231307,-6.325,0.473,0,audio_features,spotify:track:7nAfXgeHfDO50upcOjJOaq
0.782,0.0757,140.004,0.0506,0.0577,4.16e-05,4,0.565,8,231906,-6.413,0.4,1,audio_features,spotify:track:2habSXqcJGExM6JJyskY7O
0.719,0.424,140.088,0.0765,0.00747,2.09e-05,4,0.702,2,197800,-6.039,0.587,1,audio_features,spotify:track:7kpo5P2UutT9NGKgWvyvqq
0.832,0.291,120.032,0.116,0.0746,1.27e-06,4,0.755,2,199693,-2.741,0.735,0,audio_features,spotify:track:5OMwQFBcte0aWFJFqrr5oj
0.744,0.359,171.374,0.257,0.00868,0.000423,4,0.692,2,326467,-4.565,0.0612,1,audio_features,spotify:track:5Z01UMMf7V1o0MzF86s6WJ
0.873,0.123,84.803,0.0565,0.0653,0.0,4,0.421,10,202533,-4.343,0.63,1,audio_features,spotify:track:1X1DWw2pcNZ8zSub3uhlNz
0.909,0.141,97.996,0.0475,0.034,0.00938,4,0.518,0,248213,-6.76,0.634,1,audio_features,spotify:track:7CtDhF1n21sd9FVKQR1XTx
0.928,0.0822,184.052,0.0586,4.28e-05,9.97e-05,4,0.29,10,228720,-2.402,0.588,0,audio_features,spotify:track:62ovcuwlrPHfLxueBGokp1
0.694,0.316,176.897,0.0961,0.0101,0.0313,3,0.334,7,262600,-7.41,0.166,1,audio_features,spotify:track:4y5pvUsy617AUKl4l25lk8
0.592,0.132,104.016,0.0276,0.209,5.08e-05,4,0.563,9,267933,-4.571,0.136,1,audio_features,spotify:track:11bD1JtSjlIgKgZG2134DZ
0.82,0.704,129.969,0.0475,0.179,0.0,4,0.768,7,213293,-4.63,0.625,0,audio_features,spotify:track:2V4bv1fNWfTcyRJKmej6Sj
0.545,0.0963,74.897,0.0688,0.365,0.0,4,0.479,7,252733,-7.346,0.244,1,audio_features,spotify:track:6GmUVqe73u5YRfUUynZK6I
0.812,0.092,100.02,0.0617,0.0534,0.0,4,0.512,1,249500,-4.809,0.521,1,audio_features,spotify:track:1TnUURhehaoMWKAqQtirm6
0.783,0.0759,99.726,0.0448,0.0111,1.15e-06,4,0.31,4,232907,-5.345,0.123,1,audio_features,spotify:track:0PVd8pJKhyAtDS1V0r2llI
0.447,0.139,126.079,0.0292,0.611,1e-06,4,0.664,1,245347,-8.535,0.364,1,audio_features,spotify:track:5YbZZ2gYfvW1UvHHF4pVaD
0.486,0.113,147.952,0.0273,0.373,0.0,4,0.498,1,263987,-7.384,0.17,1,audio_features,spotify:track:6S9G7J3EB1ZY0rrZPwsBg5
0.67,0.334,141.893,0.0303,0.117,0.0,4,0.529,2,293027,-4.663,0.286,1,audio_features,spotify:track:3DrjZArsPsoqbLzUZZV1Id
0.787,0.163,114.987,0.0308,0.0396,1.42e-06,4,0.605,5,260933,-3.002,0.374,1,audio_features,spotify:track:6d9IiDcFxtFVIvt9pCqyGH
0.791,0.118,94.933,0.0402,0.00245,0.00258,4,0.588,7,231000,-5.595,0.487,1,audio_features,spotify:track:1fo2ctLqj3zBhRQKOXprol
0.785,0.148,160.02,0.165,0.0561,0.0,4,0.648,7,219200,-5.414,0.943,1,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH
0.675,0.237,99.97,0.0429,0.1,0.0,4,0.54,10,169773,-6.449,0.348,0,audio_features,spotify:track:7kftK4n15rl1wbpfjSq2Tk
0.463,0.109,111.98,0.0396,0.256,0.085,4,0.809,11,298941,-11.377,0.364,1,audio_features,spotify:track:5mCPDVBb16L4XQwDdbRUpz
0.841,0.121,167.969,0.0464,0.00593,0.0573,4,0.608,0,187761,-3.798,0.274,1,audio_features,spotify:track:0oP9pK1D1lNF3Lb7jkl6Xx
0.676,0.107,134.944,0.0308,0.0355,0.0,4,0.673,1,201601,-5.002,0.57,1,audio_features,spotify:track:6QV0jXpL3RHVkN2g8C7mvh
0.911,0.0908,108.0,0.0278,0.0686,0.00188,4,0.615,1,205400,-3.584,0.685,0,audio_features,spotify:track:1r1fPuhj9H4VdXr7OK6FL5
0.705,0.109,168.152,0.0311,0.43,0.0,4,0.566,0,279400,-7.569,0.781,1,audio_features,spotify:track:7xUVverKyPPPAW3sDqXhfi
0.868,0.137,171.96,0.0614,0.0604,0.0,4,0.549,2,184667,-4.319,0.755,1,audio_features,spotify:track:6twW4ma6w0mOeejejPK0nY
0.762,0.0809,107.983,0.0384,0.0219,0.0,4,0.622,5,231905,-5.578,0.645,1,audio_features,spotify:track:16KGdBYIYAPRc59stmNb5k
0.589,0.0768,133.631,0.0331,0.231,0.0,4,0.437,4,239587,-4.834,0.165,1,audio_features,spotify:track:0CnD7Hiw6pae6rLsZw5q5W
0.702,0.159,99.031,0.0261,0.216,0.0,4,0.689,6,213600,-5.642,0.484,0,audio_features,spotify:track:6e40mgJiCid5HRAGrbpGA6
0.847,0.0816,171.447,0.186,0.0622,0.0,4,0.548,1,297787,-3.237,0.1,1,audio_features,spotify:track:4xkOaSrkexMciUUogZKVTS
0.575,0.109,120.019,0.0302,0.0259,0.0,4,0.518,5,340707,-4.616,0.209,1,audio_features,spotify:track:5ELRkzdzz0HvGpMDlfZHkV
0.89,0.0826,97.012,0.0418,0.182,0.0,4,0.677,1,216773,-4.448,0.764,0,audio_features,spotify:track:24YvUQnuPL8gObCfSnAobH
0.719,0.0536,119.023,0.0475,0.0126,0.000177,4,0.564,1,251320,-5.505,0.251,1,audio_features,spotify:track:5e0vgBWfwToyphURwynSXa
0.68,0.123,135.931,0.0266,0.0971,0.0,4,0.5,1,196595,-4.108,0.107,0,audio_features,spotify:track:3VguJfXjdVmwIb8lCNtMBM
0.809,0.201,189.888,0.141,0.073,0.0,4,0.451,0,237915,-5.327,0.481,1,audio_features,spotify:track:5pD9x23lsoQr464mlmaKNJ
0.839,0.068,149.034,0.0685,0.0369,0.0,4,0.653,10,216281,-5.077,0.669,1,audio_features,spotify:track:6kYoHUeIpYColDw4HQKjvP
0.834,0.14,135.007,0.0989,0.0232,1.14e-05,4,0.461,2,261154,-4.868,0.471,1,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT
0.379,0.0986,107.989,0.0476,0.607,0.000464,4,0.614,4,258987,-10.48,0.201,1,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL
0.821,0.0787,86.995,0.0309,0.00794,0.0,4,0.515,0,205173,-2.333,0.425,1,audio_features,spotify:track:7bEDDsy2LFC0KSqhZp5nPE
0.631,0.119,100.968,0.0541,0.0997,0.0,4,0.767,1,203992,-6.762,0.541,1,audio_features,spotify:track:3QmOiZF7IzJJkHnahh5Ea0
0.121,0.0885,106.032,0.0349,0.91,0.0,4,0.483,2,149720,-15.133,0.419,0,audio_features,spotify:track:0LtVx5vsq9nfpGsWgjUin6
0.157,0.351,57.86,0.0457,0.756,0.0,4,0.344,5,228267,-11.773,0.313,1,audio_features,spotify:track:6j0wBBAP3hMe4t1Ymj7GIe
0.453,0.101,103.879,0.0295,0.831,1.21e-06,4,0.522,2,233280,-7.859,0.306,1,audio_features,spotify:track:3DWOTqMQGp5q75fnVsWwaN
0.742,0.626,159.779,0.0355,0.0518,0.0,4,0.268,5,321093,-4.939,0.416,1,audio_features,spotify:track:64yrDBpcdwEdNY9loyEGbX
0.897,0.263,161.944,0.0483,0.0424,0.0,4,0.629,2,168253,-3.401,0.93,1,audio_features,spotify:track:3mcG2NI5G5vhrQtRda1YnA
0.972,0.0707,110.006,0.0534,0.0143,0.0,4,0.585,9,230253,-4.45,0.585,0,audio_features,spotify:track:7oVEtyuv9NBmnytsCIsY5I
0.967,0.487,179.991,0.0793,0.00448,0.0,4,0.447,0,162720,-2.706,0.606,1,audio_features,spotify:track:6EE19skJ32p58xihYj2Waa
0.827,0.301,167.086,0.0362,0.000659,2.55e-06,4,0.29,8,493400,-3.451,0.45,1,audio_features,spotify:track:0MsrWnxQZxPAcov7c74sSo
0.891,0.314,120.012,0.0387,0.0417,0.00521,3,0.607,9,253160,-4.56,0.462,0,audio_features,spotify:track:0dqH0F9NCB8JfAz2TTjaNF
0.808,0.0983,117.971,0.0362,0.000235,0.0,4,0.493,5,268613,-3.365,0.38,0,audio_features,spotify:track:6PPu2SJkd5XmHU7q4QifbQ
0.609,0.0846,115.474,0.0307,0.0257,0.0,4,0.705,1,196853,-4.897,0.476,1,audio_features,spotify:track:1N3dZ7TTWO6VcD4Y3hHYLZ
0.629,0.0978,99.955,0.0264,0.425,0.0,4,0.609,10,241467,-5.024,0.325,1,audio_features,spotify:track:4Musyaro0NM5Awx8b5c627
0.631,0.127,189.583,0.0541,0.281,0.0,4,0.258,5,252539,-6.617,0.266,0,audio_features,spotify:track:7y2YUIyCuVhBidENVT0068
0.857,0.358,124.987,0.0366,0.0012,0.0,4,0.613,1,182000,-5.492,0.664,0,audio_features,spotify:track:56ZrTFkANjeAMiS14njg4E
0.905,0.222,96.95,0.0752,0.000289,0.00011,4,0.217,2,311107,-4.103,0.236,1,audio_features,spotify:track:5wQnmLuC1W7ATsArWACrgW
0.872,0.371,126.053,0.14,0.0239,7.52e-06,4,0.56,3,205933,-4.269,0.681,1,audio_features,spotify:track:1kPpge9JDLpcj15qgrPbYX
0.748,0.153,136.036,0.0283,0.0324,0.0,4,0.476,9,205387,-5.39,0.403,1,audio_features,spotify:track:5m4hXylTxAEtPkwgrBZim8
0.671,0.0604,149.982,0.0706,0.0484,0.0,4,0.59,9,169801,-6.098,0.438,1,audio_features,spotify:track:32bqxZEJRJObeNyc8bEiPt
0.902,0.0756,75.033,0.0442,0.0142,0.0,4,0.54,1,224760,-3.577,0.692,1,audio_features,spotify:track:19YmvsVCetCBeVj6O2mljR
0.682,0.186,79.841,0.0351,0.0307,0.0,4,0.403,11,198173,-5.476,0.233,1,audio_features,spotify:track:60EFFQmSfrNMPUMGnfxBbO
0.775,0.226,124.978,0.112,0.0417,0.0,4,0.772,10,203782,-4.388,0.748,0,audio_features,spotify:track:05KfyCEE6otdlT1pp2VIjP
0.766,0.0673,75.005,0.0351,0.0467,2.01e-05,4,0.672,10,139123,-5.884,0.96,1,audio_features,spotify:track:6ywVn2Uhs6VXLupc0ZtQeu
0.28,0.102,85.794,0.0281,0.468,1.1e-06,4,0.322,6,248467,-9.367,0.175,0,audio_features,spotify:track:1Cj2vqUwlJVG27gJrun92y
0.579,0.0304,99.979,0.0388,0.00715,0.000679,4,0.76,5,223187,-5.079,0.975,0,audio_features,spotify:track:1leXuBiWQMgbvOIIedqbLB
0.819,0.104,117.956,0.0316,0.000176,0.00374,5,0.655,0,192790,-4.852,0.766,1,audio_features,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb
0.902,0.0558,100.012,0.0346,0.0591,0.000262,4,0.673,2,194240,-2.392,0.538,1,audio_features,spotify:track:5Hroj5K7vLpIG4FNCRIjbP
0.885,0.147,120.066,0.0377,0.0503,0.0,4,0.686,0,178560,-4.754,0.616,1,audio_features,spotify:track:1KgZOCjN3nGRTk3c87oIj6
0.6,0.11,119.929,0.135,0.337,0.000945,4,0.647,7,216660,-8.02,0.157,0,audio_features,spotify:track:5cB9BlseQteklXaJjRtZti
0.551,0.0827,131.922,0.0396,0.151,0.0,4,0.851,4,219467,-5.177,0.807,1,audio_features,spotify:track:66S14BkJDxgkYxLl5DCqOz
0.834,0.14,135.007,0.0989,0.0232,1.14e-05,4,0.461,2,261154,-4.868,0.471,1,audio_features,spotify:track:66qlqxhEMpSHOzjRK4il0b
0.652,0.0931,95.977,0.0802,0.581,0.0,4,0.825,1,233713,-3.183,0.931,0,audio_features,spotify:track:0FE9t6xYkqWXU2ahLh6D8X
0.346,0.105,121.876,0.0376,0.697,1.07e-05,4,0.53,8,241347,-10.497,0.359,1,audio_features,spotify:track:1HbcclMpw0q2WDWpdGCKdS
0.738,0.292,159.145,0.247,0.0408,0.0,4,0.648,6,226160,-5.883,0.603,0,audio_features,spotify:track:4pLwZjInHj3SimIyN9SnOz
0.74,0.102,118.008,0.0339,0.363,2.22e-05,4,0.593,8,208107,-6.12,0.502,1,audio_features,spotify:track:1NrJYpdAi7uosDRPmSYrsG
0.705,0.115,122.017,0.0382,0.0654,0.0,4,0.664,1,257840,-4.972,0.477,0,audio_features,spotify:track:6sy3LkhNFjJWlaeSMNwQ62
0.926,0.0928,100.048,0.151,0.0893,4.53e-06,4,0.635,0,189840,-5.589,0.761,1,audio_features,spotify:track:6KuHjfXHkfnIjdmcIvt9r0
0.496,0.0772,80.994,0.0453,0.554,2.65e-05,4,0.453,5,239317,-5.785,0.501,1,audio_features,spotify:track:0fioLzGM8ngbD1w6fMmm45
0.419,0.11,85.014,0.0389,0.568,0.000217,4,0.479,0,172724,-6.517,0.186,1,audio_features,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4
0.527,0.0963,141.839,0.0309,0.227,0.0,4,0.586,3,209040,-4.905,0.506,1,audio_features,spotify:track:5omYVLodGmaxnhua99xIE8
0.52,0.115,120.001,0.0353,0.859,0.0,4,0.672,8,226600,-7.747,0.37,1,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ
0.663,0.119,121.07,0.0477,0.225,0.0,4,0.6,3,245493,-5.802,0.286,1,audio_features,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
0.978,0.0567,179.035,0.0657,3.28e-05,0.00395,4,0.169,4,350644,-3.37,0.38,0,audio_features,spotify:track:5sEcwMeC3QDnSOWlyQyQ3E
0.488,0.111,115.019,0.0531,0.121,0.0,4,0.676,7,223540,-7.455,0.158,1,audio_features,spotify:track:39PrQCuTLOgApfoGPKDdnc
0.698,0.0827,139.96,0.0279,5.71e-05,8.64e-05,4,0.515,2,258773,-5.572,0.194,0,audio_features,spotify:track:1euszbbvkUzQzIhZUWFmXG
0.451,0.0872,157.966,0.0347,0.336,0.0,4,0.481,5,295493,-6.095,0.289,0,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw
0.637,0.0602,169.977,0.141,0.0462,2.29e-05,4,0.734,4,202333,-5.677,0.648,0,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
0.917,0.346,139.09,0.114,0.00237,0.0,4,0.442,11,210947,-4.071,0.41,1,audio_features,spotify:track:5l3rba7tS1bnpd0EOylrSy
0.612,0.289,133.039,0.0524,0.0104,2.47e-06,4,0.544,8,328093,-6.966,0.315,0,audio_features,spotify:track:1J7ADXGHxcm0W4ftGL6u8b
0.659,0.266,76.483,0.0309,0.0284,0.0,4,0.514,1,200040,-6.142,0.463,1,audio_features,spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo
0.706,0.111,89.998,0.0233,0.00969,0.313,4,0.616,0,349267,-6.846,0.655,1,audio_features,spotify:track:1cRc03E5Ps0fwe4l8fz2J0
0.966,0.117,159.948,0.0946,0.00575,1.56e-06,4,0.502,0,235613,-3.876,0.638,1,audio_features,spotify:track:44TuSOP6xIAEeJmZsN3nXO
0.668,0.114,118.007,0.0432,0.0744,0.215,4,0.705,4,309800,-7.279,0.261,0,audio_features,spotify:track:5xRcy8i64lENBk48rOe7K8
0.713,0.324,61.519,0.0366,0.33,0.0,4,0.359,5,194520,-4.526,0.272,1,audio_features,spotify:track:05sCp83gcMm1iecYydKJS3
0.9,0.0404,187.961,0.0489,0.000102,1.89e-05,4,0.446,10,190787,-3.541,0.88,0,audio_features,spotify:track:4bCOAuhvjsxbVBM5MM8oik
0.699,0.385,84.016,0.0566,0.149,0.00679,4,0.585,8,245573,-7.273,0.425,1,audio_features,spotify:track:6BXCXOJGvuhks2xDxj5opi
0.736,0.347,100.03,0.045,0.0165,0.0,4,0.592,2,240147,-6.162,0.223,1,audio_features,spotify:track:1FMLd0ANP4dWhyTORMy298
0.563,0.179,100.017,0.134,0.621,0.0,4,0.728,1,217707,-8.053,0.352,0,audio_features,spotify:track:06KyNuuMOX1ROXRhj787tj
0.771,0.114,120.014,0.0509,0.122,0.0,4,0.83,7,216099,-3.343,0.902,1,audio_features,spotify:track:2QkwobFFcaQ9KJhi1NiB7Y
0.396,0.105,90.024,0.0286,0.0841,3.58e-05,4,0.732,4,195920,-9.348,0.548,0,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr
